,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Z,Yaw Heading,Pitch Heading,Speed,TB_Frequency,Fish_Length
2,2020,07,28,29,N,N,2,individual8,2,2.088824724667608,1.751264413861954,-0.5321313691525024,-2.7180539273924764,1.2950963700892584,2.718625516675155,2.9964114832535884,4.164095303036999
3,2020,07,28,29,N,N,2,individual8,3,2.1363721902287223,1.6149698279133784,-0.3223962377850424,-2.1337291088223953,2.1363341618402942,2.2547403486449014,1.855263157894737,3.4838553486787687
4,2020,07,28,29,N,N,2,individual8,4,2.29624070160629,1.353104497943218,-0.3059983682018203,-1.6708401469678542,2.7682444592673687,2.047261756619417,1.5,2.838685449086058
5,2020,07,28,29,N,N,2,individual8,5,2.495418625023051,1.0771769354970393,0.4112641134350862,-1.5602710186076698,1.7712201765316318,5.558176450139423,1.9192377495462798,2.606729309160981
6,2020,07,28,29,N,N,2,individual8,6,2.538998816074871,0.9455554669786587,0.18230404415676021,-1.9948999323380319,1.6247172339040385,4.332765636814889,4.791288566243194,2.970345080689665
0,2021,10,06,57,Y,N,0,individual1,0,3.3187440781808712,2.353232963985338,0.5642031878379513,0.9020862890150911,1.1839674497928965,1.0078438129508296,2.2222222222222223,3.035438690787206
1,2021,10,06,57,Y,N,0,individual1,1,3.387452289252144,2.394880683451973,0.5842323073385935,0.8018255458140262,1.3583514778958072,0.861309727043827,2.0935672514619883,3.004331172427024
2,2021,10,06,57,Y,N,0,individual1,2,3.608571051915875,2.349176767159448,0.5580907872311127,0.32602224943110747,1.0870021865301767,1.7068352461546983,2.0,3.1831868270943064
3,2021,10,06,57,Y,N,0,individual1,3,3.700089639181069,2.367355405747194,0.5326378319264106,0.2725829908166485,1.3107802816911418,1.5379983428810344,0.6382978723404256,3.1084783672466583
4,2021,10,06,57,Y,N,0,individual1,4,3.812407635283851,2.311109329477733,0.5303826480494283,0.019950301575584053,1.3802602017315322,0.8367248098962075,0.6382978723404256,3.1793346574458035
5,2021,10,06,57,Y,N,0,individual1,5,3.988049321182237,2.3093154896631476,0.5120611069148397,-0.015079141313516214,1.4714064674325553,0.8784489728162225,0.6382978723404256,3.285753931043732
6,2021,10,06,57,Y,N,0,individual1,6,4.083744816242946,2.316105817917716,0.5218906885690514,0.012446601933922016,1.4181221740207035,0.7668811909296505,0.6382978723404256,3.4283013637169084
7,2021,10,06,57,Y,N,0,individual1,7,4.178974126717058,2.2979535160666416,0.5172197748509063,-0.04333043725797433,1.3566227665390698,0.7508848565992032,0.7174852023676211,3.531537452893627
8,2021,10,06,57,Y,N,0,individual1,8,4.28255102322898,2.3090434476131696,0.5344278420264414,0.005112329673086016,1.3061144268192755,0.6936888756391643,2.1428571428571432,3.6896115486803107
9,2021,10,06,57,Y,N,0,individual1,9,4.396309267007748,2.298793680708644,0.5319056546513132,-0.0223644208122429,1.4462984193201787,0.815707438373616,1.9877819548872178,3.7903426681270522
10,2021,10,06,57,Y,N,0,individual1,10,4.515590424159065,2.306841275642166,0.521806021702808,0.01478847509257777,1.354529233721456,0.5997743679207728,1.875,3.9044631687557816
11,2021,10,06,57,Y,N,0,individual1,11,4.628590159848208,2.3142394536967585,0.5088565802961232,0.04940094944010856,1.4145386476791673,0.6974441104325421,1.9291171477079798,4.00806252756876
12,2021,10,06,57,Y,N,0,individual1,12,4.737639964461976,2.315598996527431,0.5018635625308872,0.050980765301988744,1.4252551995255192,0.9122897762336154,1.9524617996604412,4.117013716728058
13,2021,10,06,57,Y,N,0,individual1,13,4.856618432488911,2.302865272532899,0.48685075638778263,0.022177509481301108,1.3653243319747672,0.996808443897276,2.0,4.258552845950939
14,2021,10,06,57,Y,N,0,individual1,14,4.989352310399043,2.2659475347073954,0.46308947083567203,-0.04564352982929855,1.3440589628568531,0.9386119918704957,1.9558573853989814,4.408291941228012
15,2021,10,06,57,Y,N,0,individual1,15,5.104021333754955,2.0802283738969938,0.47555852647846536,-0.49915308809016556,1.2985973209603376,1.0481206530988794,1.9354838709677422,4.616645100374092
0,2021,10,06,57,Y,N,0,individual2,0,3.594759689548609,1.3518278557642773,0.09013613167345452,-2.7758675894537537,0.5679676035214719,1.9709264747050876,2.608695652173913,6.502010706805078
1,2021,10,06,57,Y,N,0,individual2,1,3.4281006479951666,1.2725895954683295,0.07510600088215151,-2.8357353763527486,1.0513581183313636,1.45574006734148,2.522883295194508,5.824447283446962
2,2021,10,06,57,Y,N,0,individual2,2,3.221164519510397,1.3449398570721707,-0.06236695083921296,3.0515036134475872,1.6145411926533046,1.389941344399012,2.2731397459165152,5.2481873062468845
3,2021,10,06,57,Y,N,0,individual2,3,3.0774161413493903,1.3677190253087146,-0.12245033382594558,3.0903122590130225,1.5697639373545689,0.8979370225912147,2.0689655172413794,5.229552147377034
4,2021,10,06,57,Y,N,0,individual2,4,2.957723672062547,1.3904648440581824,-0.10198029564007693,3.0960844102289458,1.5192457058033781,0.8150253067496684,2.8571428571428568,5.094048789797042
5,2021,10,06,57,Y,N,0,individual2,5,2.8452875079406703,1.4060798840603896,-0.04902515899533866,3.107254951637364,1.5692818190144673,0.8917616686888025,5.3162317558602386,4.899424638026637
6,2021,10,06,57,Y,N,0,individual2,6,2.7487737475451337,1.4195666025784925,-0.01476929736230722,3.0987374443042337,1.4150737929694173,0.8579162207601555,2.75779947606573,4.75122719517397
7,2021,10,06,57,Y,N,0,individual2,7,2.6647193675676757,1.422191796805761,0.0409896705270061,3.1171117789485745,1.369849792580351,1.1036615216696652,2.3319838056680156,4.640977204542715
8,2021,10,06,57,Y,N,0,individual2,8,2.5653432711352804,1.4280680935909187,0.12465084753985849,3.1256794150441465,1.4580140278773601,0.919634918862733,2.4,4.559278571224688
9,2021,10,06,57,Y,N,0,individual2,9,2.4858072498084716,1.4205749651345223,0.20982690537658857,-3.1362150291948567,1.5207695517760558,0.6718553218379645,2.494736842105263,4.421814775039224
10,2021,10,06,57,Y,N,0,individual2,10,2.416289291876528,1.4178085505609246,0.2537478432300883,-3.1318939498089167,1.587506489694271,0.44035613893058334,2.3684210526315788,4.323204016326204
11,2021,10,06,57,Y,N,0,individual2,11,2.3624780359807946,1.4113619607857877,0.2530104612220759,-3.129589804468184,1.5022481965613836,0.5599935136871256,2.2807017543859645,4.208350187764226
12,2021,10,06,57,Y,N,0,individual2,12,2.2834526983435066,1.480690190856272,0.5378915469454625,2.9262576332153736,0.9202997128689028,4.244449455564635,2.2222222222222223,4.466298707493852
